System	Family	ID	True [eV]	Prediction [eV]	Error [eV]	Abs. error [eV]
C2H4-Ru4      	3667	radicals	-12.164675492970446	-12.160742901883623	0.0039325910868228675	0.0039325910868228675
C2H1O2-Fe6    	4196	radicals	-47.14033927289461	-47.19909152120135	-0.05875224830674597	0.05875224830674597
C2H2O1-Ni4    	4437	radicals	-16.784705743861537	-16.581417759124292	0.2032879847372442	0.2032879847372442
C1H1O2-Rh2    	3472	radicals	-28.570405965468126	-28.531406784615484	0.03899918085264176	0.03899918085264176
C1H1O2-Pd2    	3841	radicals	-36.26230252749167	-36.34807339598899	-0.08577086849732041	0.08577086849732041
C2H4O1-Ni5    	4440	radicals	-21.40839963005112	-21.496858478978425	-0.08845884892730282	0.08845884892730282
C2H3O2-Ru5    	3650	radicals	-39.44860439983472	-39.60140047049151	-0.15279607065679102	0.15279607065679102
C2H2-Fe9      	4161	radicals	-26.441221213616046	-26.446846116325545	-0.005624902709499224	0.005624902709499224
H1-Pd3        	3906	radicals	-18.257747413651373	-18.222317023717324	0.035430389934049344	0.035430389934049344
C2H3O1-Rh4    	3532	radicals	-11.42392708322086	-11.550636019863077	-0.12670893664221694	0.12670893664221694
C2H2-Ni3      	4378	radicals	-26.268369697424944	-26.134782374241553	0.1335873231833915	0.1335873231833915
C2H3O2-Pd5    	3856	radicals	-20.4995002191838	-20.486588763890722	0.012911455293078689	0.012911455293078689
C2H1O1-Os5    	3155	radicals	-35.948802612765235	-36.12620774369077	-0.17740513092553556	0.17740513092553556
C2H1O1-Os4    	3183	radicals	-23.065603451994093	-22.989012572999286	0.0765908789948071	0.0765908789948071
C2H2O2-Rh5    	3493	radicals	-30.104244263046667	-30.40972401081234	-0.30547974776567344	0.30547974776567344
C2H5-Cu3      	3293	radicals	-8.397972550500754	-8.419422760528278	-0.021450210027524008	0.021450210027524008
C2H1O1-Cd3    	3270	radicals	-43.23774030574032	-43.09008594412785	0.14765436161246726	0.14765436161246726
C2H4O2-Fe7    	4262	radicals	-26.950391769770686	-26.928776685063262	0.021615084707423904	0.021615084707423904
C2H3-Cu4      	3305	radicals	-14.9835340686775	-14.980784567568662	0.0027495011088376486	0.0027495011088376486
C1-Ni5        	4465	radicals	-46.47205275811666	-46.40550789048825	0.06654486762840861	0.06654486762840861
C2H5-Pt1      	3684	radicals	-24.124055886706884	-24.282718506201178	-0.15866261949429372	0.15866261949429372
C2H2O2-Fe8    	4216	radicals	-14.65084285705484	-14.670744796664508	-0.019901939609667352	0.019901939609667352
C2H1O1-Cd4    	3265	radicals	-43.004035866395725	-42.805581198581876	0.19845466781384857	0.19845466781384857
C2H3O2-Ir5    	3940	radicals	-14.731809591514889	-14.735948828984533	-0.004139237469644286	0.004139237469644286
C2H3O2-Cd3    	3228	radicals	-6.236299950671537	-6.271762678398318	-0.03546272772678094	0.03546272772678094
C1H1O1-Ag3    	3423	radicals	-3.8133237884912887	-4.112978395568689	-0.2996546070774002	0.2996546070774002
H1O1-Ag3      	3461	radicals	-39.891841961547016	-40.350735747301314	-0.45889378575429873	0.45889378575429873
C1H1O2-Ag4    	3380	radicals	-42.73570948193537	-42.743054104518706	-0.007344622583332239	0.007344622583332239
C2H2-Rh4      	3480	radicals	-29.97232618123138	-30.15430927882673	-0.18198309759534936	0.18198309759534936
C2H4O1-Zn3    	3815	radicals	-28.05805396328607	-28.10383501025585	-0.04578104696977903	0.04578104696977903
H1N1-Pt3      	4562	radicals	-5.086128268233779	-5.228040699819758	-0.141912431585979	0.141912431585979
C2H3O1-Ag5    	3438	radicals	-20.49616035617595	-20.97287581499529	-0.4767154588193421	0.4767154588193421
C1H4O1-Fe6    	4478	radicals	-37.4604374663636	-37.41052526637236	0.049912199991240414	0.049912199991240414
H1O1-Cu3      	3371	radicals	-10.853114563002464	-10.82486395178148	0.028250611220983046	0.028250611220983046
S1-Os7        	4061	radicals	-8.838140388083502	-8.828541584728782	0.009598803354720076	0.009598803354720076
C2H3O1-Pd3    	3893	radicals	-35.98704875684689	-35.974178315339714	0.012870441507175201	0.012870441507175201
O1-Ru3        	3599	radicals	-46.815505356179074	-46.87866500901714	-0.0631596528380669	0.0631596528380669
C2H1-Ir3      	3921	radicals	-16.919223863085108	-16.68926193170421	0.22996193138089893	0.22996193138089893
C2H5O1-Zn3    	3822	radicals	-16.491485568811072	-16.487142839865214	0.004342728945857743	0.004342728945857743
C2H5O1-Cd4    	3250	radicals	-27.10120964620309	-27.077873085472646	0.023336560730442102	0.023336560730442102
C2H3O1-Cu6    	3356	radicals	-38.99299644931261	-39.03906991668862	-0.04607346737600437	0.04607346737600437
H2S1-Ir3      	4583	radicals	-6.0854496686652055	-6.09871605095168	-0.013266382286474254	0.013266382286474254
C1H3-Ni1      	4452	radicals	-26.976800919926717	-27.00088150869092	-0.02408058876420327	0.02408058876420327
H2S1-Co6      	4615	radicals	-27.151861191163594	-27.17587121354015	-0.024010022376558027	0.024010022376558027
H1O1-Cu4      	3367	radicals	-28.87816237271477	-28.844142226034478	0.034020146680290964	0.034020146680290964
C2H4-Cu3      	3298	radicals	-7.723335208720982	-7.4699898982885315	0.2533453104324508	0.2533453104324508
C2H3O1-Zn2    	3816	radicals	-27.270677562028716	-26.840980120046552	0.42969744198216375	0.42969744198216375
C2H1O1-Os4    	3171	radicals	-11.47184538223587	-11.558108416164032	-0.08626303392816226	0.08626303392816226
C20H3O2-Co1   	4325	radicals	-39.78609106950148	-39.76422677798166	0.021864291519818835	0.021864291519818835
C2H3O2-Fe7    	4248	radicals	-19.935840660972303	-19.546459721237852	0.3893809397344512	0.3893809397344512
C1O1-Os4      	4104	radicals	-42.57842634535541	-42.491549682092	0.08687666326341059	0.08687666326341059
C2H1-Fe7      	4177	radicals	-47.03442748061207	-46.99097810680723	0.04344937380483316	0.04344937380483316
C1-Co6        	4285	radicals	-54.07686364431402	-54.21654713438147	-0.13968349006745484	0.13968349006745484
C1H1O2-Os2    	3103	radicals	-26.62147522520857	-26.57032514338474	0.05115008182383107	0.05115008182383107
C2H3-Fe8      	4160	radicals	-3.481058489260704	-3.7642839201771494	-0.2832254309164455	0.2832254309164455
C2H1O1-Rh5    	3520	radicals	-20.023241038732635	-20.023510783247616	-0.0002697445149806299	0.0002697445149806299
C2H3O1-Cd3    	3271	radicals	-27.96066091179918	-27.838886742045972	0.1217741697532091	0.1217741697532091
C1H4O1-Fe4    	4479	radicals	-26.90876960757469	-26.820931600518154	0.08783800705653633	0.08783800705653633
N1-Pd7        	4038	radicals	-9.164035930872615	-9.922920321258061	-0.7588843903854467	0.7588843903854467
H2S1-Rh5      	4565	radicals	-30.561775129146326	-30.718552691942364	-0.15677756279603727	0.15677756279603727
C2H1-Ir6      	3924	radicals	-4.714311482312496	-4.63682539856768	0.07748608374481591	0.07748608374481591
C1H3O1-Zn3    	3799	radicals	-6.263025164547571	-6.285030638138096	-0.02200547359052507	0.02200547359052507
C2H2O1-Os5    	3178	radicals	-10.453689189354918	-10.520055804759977	-0.06636661540505884	0.06636661540505884
C2O1-Os3      	3175	radicals	-35.94735687681214	-36.02002305198664	-0.07266617517450413	0.07266617517450413
C1-Rh1        	3559	radicals	-26.718677515760362	-26.7084264477883	0.010251067972060213	0.010251067972060213
C1H2O1-Os2    	3148	radicals	-28.016464209744967	-28.110819283350054	-0.09435507360508666	0.09435507360508666
C2H2O1-Au4    	3061	radicals	-29.427158319375792	-29.496474180914305	-0.06931586153851299	0.06931586153851299
H1-Cd3        	3279	radicals	-23.504465158241146	-23.596478009462317	-0.09201285122117042	0.09201285122117042
C2H3O1-Au4    	3070	radicals	-20.583341467927028	-20.62380235644747	-0.040460888520442495	0.040460888520442495
C1H4-Fe2      	4502	radicals	-46.621295615206236	-46.69098434726948	-0.06968873206324133	0.06968873206324133
C2H5-Fe5      	4170	radicals	-45.493228785917154	-45.12540137940164	0.3678274065155165	0.3678274065155165
C2H4-Au4      	3014	radicals	-17.00828924280779	-16.658818660390693	0.34947058241709783	0.34947058241709783
C1H2O1-Rh2    	3518	radicals	-47.55680902949166	-47.597493127654616	-0.040684098162955706	0.040684098162955706
C2H3O1-Ni3    	4430	radicals	-18.624902825059394	-18.757621070063124	-0.13271824500372986	0.13271824500372986
H3N1-Au1      	4542	radicals	-33.84325816767159	-33.944870610974135	-0.10161244330254249	0.10161244330254249
C2O1-Ru6      	3636	radicals	-35.88267892516899	-35.85419327340571	0.02848565176327611	0.02848565176327611
C1-Pd3        	3912	radicals	-33.36056534392014	-33.4518801720543	-0.09131482813415914	0.09131482813415914
C2H3O1-Co8    	4343	radicals	-25.027166438311923	-25.088179374384936	-0.061012936073012725	0.061012936073012725
C2H2O2-Zn4    	3772	radicals	-33.038230901964766	-33.08826022786383	-0.05002932589906095	0.05002932589906095
O1-Ag3        	4072	radicals	-19.735107361860855	-19.76959601217243	-0.03448865031157311	0.03448865031157311
H2O1-Pd1      	3908	radicals	-10.835598521515067	-10.821739016786296	0.013859504728770844	0.013859504728770844
O1-Rh4        	4127	radicals	-53.86248143048988	-53.877123352057424	-0.014641921567545069	0.014641921567545069
H2N1-Ag4      	4534	radicals	-16.41797230121233	-16.473863837952308	-0.05589153673997771	0.05589153673997771
C2H3O2-Ir5    	3951	radicals	-7.913268473786729	-7.940406980428406	-0.02713850664167694	0.02713850664167694
C2H2-Ag5      	3391	radicals	-14.749221521084223	-14.765100166042089	-0.015878644957865617	0.015878644957865617
C2H6O2-Fe8    	4204	radicals	-28.10077287762033	-28.08404339378663	0.016729483833699987	0.016729483833699987
H3N1-Ru1      	4595	radicals	-29.69097515920339	-29.66643097170177	0.024544187501618353	0.024544187501618353
C2H2O1-Ni4    	4435	radicals	-30.783328840053684	-30.895914048538714	-0.1125852084850294	0.1125852084850294
C1H2O1-Au1    	3049	radicals	-8.639362342342338	-8.822712894770575	-0.18335055242823728	0.18335055242823728
C2H4O2-Fe6    	4240	radicals	-32.63779438074937	-32.61420277786169	0.023591602887677254	0.023591602887677254
H1O1-Cd3      	3281	radicals	-40.819427095526635	-40.80024053099032	0.01918656453631229	0.01918656453631229
C2H3O2-Au4    	3033	radicals	-22.2914430038129	-22.30683303260986	-0.015390028796957722	0.015390028796957722
C1H1-Ag4      	4078	radicals	-29.24479485835252	-29.320069746928482	-0.07527488857596154	0.07527488857596154
C2H2O2-Cd3    	3219	radicals	-36.43510464967619	-36.48955360536968	-0.05444895569348773	0.05444895569348773
C2-Zn4        	3764	radicals	-45.283443271020815	-45.32002441314012	-0.03658114211930297	0.03658114211930297
C2H1-Ni3      	4384	radicals	-23.17157163823225	-23.142835565756968	0.02873607247528298	0.02873607247528298
C1H2O1-Ir2    	3957	radicals	-34.188327655370585	-34.00104608930883	0.18728156606175617	0.18728156606175617
C2H1O2-Os4    	3128	radicals	-46.92342051415767	-46.87029346433292	0.05312704982475225	0.05312704982475225
H3N1-Co6      	4620	radicals	-46.71008730678068	-46.701980774251524	0.00810653252915472	0.00810653252915472
C2H4O2-Ru5    	3579	radicals	-10.684257651531198	-10.519678793420326	0.1645788581108718	0.1645788581108718
H1-Au1        	3102	radicals	-7.089653287072451	-7.478940368335316	-0.3892870812628644	0.3892870812628644
C2H3O2-Au5    	3038	radicals	-6.354503259098692	-6.39488290877398	-0.04037964967528751	0.04037964967528751
C1H3O1-Co6    	4337	radicals	-6.603359137428015	-6.600765804196271	0.0025933332317435998	0.0025933332317435998
C2H3O1-Os3    	3174	radicals	-39.75455856668157	-39.7938876324564	-0.039329065774836636	0.039329065774836636
H3N1-Fe4      	4625	radicals	-11.330694860595713	-11.359103217147094	-0.028408356551381075	0.028408356551381075
C1O1-Co7      	4279	radicals	-32.79143123401718	-32.79216474980353	-0.0007335157863508357	0.0007335157863508357
C2H5O2-Ag4    	3396	radicals	-25.862188387048946	-26.063982227734826	-0.20179384068588035	0.20179384068588035
C1H3O1-Ru3    	3595	radicals	-39.387085298432794	-39.32904369283949	0.05804160559330285	0.05804160559330285
C1H1-Co8      	4290	radicals	-40.79812201120308	-41.07229128270137	-0.2741692714982946	0.2741692714982946
C1H1O1-Cd3    	3241	radicals	-32.36138157628949	-32.31337691170609	0.048004664583402246	0.048004664583402246
S1-Pt3        	4037	radicals	-23.00900837108054	-23.038593113433365	-0.029584742352824378	0.029584742352824378
C2H1-Ag3      	3392	radicals	-27.644655212499373	-27.764563254993973	-0.11990804249460041	0.11990804249460041
H1-Au3        	3090	radicals	-23.474618953003187	-23.313323958307876	0.16129499469531083	0.16129499469531083
C1H2O2-Cu3    	3292	radicals	-26.874450684460506	-26.914874934163194	-0.04042424970268854	0.04042424970268854
H2N1-Au1      	4532	radicals	-8.329936989500084	-7.734243298318006	0.5956936911820776	0.5956936911820776
C2H4O2-Cu5    	3308	radicals	-35.36120993302575	-35.38319332227002	-0.021983389244269347	0.021983389244269347
H2N1-Co4      	4613	radicals	-39.14966201292407	-38.93957993680658	0.2100820761174873	0.2100820761174873
C1H1O2-Ru2    	3567	radicals	-19.30019165505371	-18.817871110282	0.48232054477171005	0.48232054477171005
C1H1O1-Rh3    	3507	radicals	-21.248954593718054	-21.285010838250457	-0.036056244532403525	0.036056244532403525
C1H1-Ni4      	4468	radicals	-11.654699036873353	-11.587548427176216	0.06715060969713704	0.06715060969713704
C2H6O2-Ir3    	3938	radicals	-43.836913858910975	-43.88547733632731	-0.048563477416337264	0.048563477416337264
H1-Ag3        	3462	radicals	-12.644069861863272	-12.53426964718642	0.10980021467685219	0.10980021467685219
C1H2O2-Fe7    	4155	radicals	-4.977091540956053	-5.013407670920287	-0.03631612996423428	0.03631612996423428
C2H4O2-Zn4    	3769	radicals	-23.11893281020508	-23.27625577748097	-0.15732296727588846	0.15732296727588846
C2H2O1-Ru5    	3627	radicals	-18.984380771236943	-18.862700755727815	0.12168001550912777	0.12168001550912777
C2H2O2-Pd5    	3861	radicals	-40.71406110208727	-40.66982300163045	0.044238100456823304	0.044238100456823304
C2H4O1-Rh5    	3535	radicals	-31.140796716358636	-31.58404532024406	-0.4432486038854222	0.4432486038854222
C2H4-Ag4      	3385	radicals	-42.524616258250035	-42.50120685121897	0.02340940703106753	0.02340940703106753
C2H4O1-Cu5    	3336	radicals	-36.01086041447047	-36.00416175901512	0.006698655455352309	0.006698655455352309
C2H2O2-Ru4    	3655	radicals	-32.9126013377458	-32.90433193316301	0.008269404582790685	0.008269404582790685
C2H2-Pd5      	3844	radicals	-27.800195657541764	-28.417723668630885	-0.6175280110891208	0.6175280110891208
H2O1-Fe5      	4519	radicals	-16.608396154255615	-16.57504800268282	0.03334815157279536	0.03334815157279536
C1-Ni6        	4450	radicals	-30.81016526438765	-30.75285283658411	0.05731242780353796	0.05731242780353796
C2H3O2-Pd6    	3863	radicals	-11.151172787336236	-11.140827848568733	0.010344938767502754	0.010344938767502754
C1O1-Ni3      	4448	radicals	-40.07420739438692	-40.19941380675709	-0.1252064123701757	0.1252064123701757
C2H4-Fe5      	4194	radicals	-25.04100799950936	-25.03727949144374	0.0037285080656204173	0.0037285080656204173
C2H3-Pt3      	3683	radicals	-10.350348645957865	-10.511354572335222	-0.16100592637735645	0.16100592637735645
C1H3-Co7      	4273	radicals	-26.94024467507333	-26.968188024886985	-0.027943349813654095	0.027943349813654095
C2H4O2-Os6    	3130	radicals	-30.127635923728064	-29.771871894173074	0.3557640295549902	0.3557640295549902
H1S1-Ni6      	4630	radicals	-25.002779010232388	-25.01155891814068	-0.008779907908291307	0.008779907908291307
C2H5O1-Cu4    	3342	radicals	-36.662151447351334	-36.39752971197538	0.2646217353759539	0.2646217353759539
H1N1-Pd3      	4636	radicals	-3.806829413238802	-3.833480486809549	-0.02665107357074703	0.02665107357074703
O2-Pt2        	3676	radicals	-8.32131147483392	-8.331588583109351	-0.010277108275431601	0.010277108275431601
C2H3O1-Cd3    	3252	radicals	-36.68054928523566	-36.626523087027635	0.054026198208021015	0.054026198208021015
C2H3O1-Co9    	4347	radicals	-36.474067746284504	-36.50558210839142	-0.03151436210691827	0.03151436210691827
S1-Au1        	4056	radicals	-27.437839499924856	-27.37969935279547	0.058140147129385866	0.058140147129385866
C2O2-Os5      	3123	radicals	-45.52108818871875	-45.53015539031003	-0.009067201591278717	0.009067201591278717
C2H1-Os4      	3114	radicals	-7.143330868100293	-7.341455848173609	-0.1981249800733167	0.1981249800733167
C2H5O1-Rh4    	3531	radicals	-15.26285766884655	-15.58857811431892	-0.32572044547237056	0.32572044547237056
C2H4O2-Fe8    	4197	radicals	-14.645640416058313	-14.676707570153553	-0.031067154095239857	0.031067154095239857
H1N1-Os3      	4560	radicals	-42.95154610770578	-43.08511538876701	-0.13356928106122723	0.13356928106122723
C2H3O1-Au3    	3084	radicals	-50.591644624313176	-50.246270688126515	0.345373936186661	0.345373936186661
H1S1-Co8      	4610	radicals	-36.29600560605786	-36.35085444616391	-0.05484884010604674	0.05484884010604674
H2O1-Au2      	4084	radicals	-46.206557902336954	-46.15700378424572	0.04955411809123689	0.04955411809123689
C1O2-(g)      	3753	radicals	-10.864260848048389	-10.912229625569125	-0.047968777520736694	0.047968777520736694
H2N1-Au4      	4544	radicals	-2.7429491588886776	-2.7013485603561094	0.041600598532568256	0.041600598532568256
C2H2O2-Au3    	3040	radicals	-39.97241196650111	-40.25179314371576	-0.2793811772146455	0.2793811772146455
C1H3O1-Ni2    	4413	radicals	-15.971208342638988	-16.203478876930262	-0.2322705342912741	0.2322705342912741
C2H3-Ir1      	3922	radicals	-33.36220550099296	-33.30875389015091	0.05345161084204619	0.05345161084204619
C1H2O1-Cd3    	3243	radicals	-16.649454108851614	-16.885623318983676	-0.23616921013206138	0.23616921013206138
C2H5O1-Ir4    	3970	radicals	-6.766004037788207	-7.011507827846572	-0.24550379005836476	0.24550379005836476
C2H5O2-Fe7    	4226	radicals	-39.19494596492143	-39.12620054993397	0.06874541498746112	0.06874541498746112
C2H4-Ni3      	4376	radicals	-25.967779167584126	-26.136371855626976	-0.16859268804284966	0.16859268804284966
C2H2O2-Fe8    	4255	radicals	-16.44436624989453	-16.47597683665299	-0.03161058675846107	0.03161058675846107
H2O1-Pt1      	3744	radicals	-17.137771342358405	-17.069300404245837	0.06847093811256855	0.06847093811256855
C2H1O1-Ag4    	3445	radicals	-24.24900438546186	-23.900547711155895	0.3484566743059645	0.3484566743059645
O2-Zn4        	3754	radicals	-14.419932087511597	-14.493292342139853	-0.07336025462825546	0.07336025462825546
C2H5-Os2      	3113	radicals	-46.59102586375616	-46.68861185750029	-0.09758599374413279	0.09758599374413279
C2H2-Ru5      	3572	radicals	-21.79302770298068	-21.95406281224416	-0.16103510926348008	0.16103510926348008
C2H4O2-Fe6    	4232	radicals	-47.157645513092575	-47.14295942283252	0.014686090260056517	0.014686090260056517
C2H2O1-Au4    	3057	radicals	-36.750022694922905	-36.721555183872624	0.028467511050280336	0.028467511050280336
N1-Cd4        	4065	radicals	-20.135046196558847	-20.169203581676584	-0.03415738511773725	0.03415738511773725
C2H2O1-Ni4    	4418	radicals	-20.164522488997022	-19.885690265532162	0.27883222346486036	0.27883222346486036
C2H4O2-Cd4    	3234	radicals	-11.086636017763794	-11.078240811280011	0.008395206483783113	0.008395206483783113
C1H3O1-Pd3    	3874	radicals	-22.931289612973387	-23.0004711937994	-0.06918158082601167	0.06918158082601167
C2H4O1-Pt3    	3722	radicals	-37.900707049684456	-37.795437280896635	0.1052697687878208	0.1052697687878208
C2H3O2-Ni6    	4386	radicals	-39.752433737081105	-39.79100641399668	-0.038572676915578086	0.038572676915578086
H3N1-Pd1      	4604	radicals	-39.77115653034605	-39.43550601632512	0.3356505140209265	0.3356505140209265
C2H2O1-Pt4    	3742	radicals	-54.097256960627874	-54.31190734151369	-0.21465038088581423	0.21465038088581423
C1-Cu5        	4093	radicals	-3.5822521187110397	-3.5598317749015678	0.022420343809471888	0.022420343809471888
H2O1-Rh1      	3547	radicals	-14.822109328447937	-14.81177069949365	0.010338628954286833	0.010338628954286833
C2H2O2-Os5    	3122	radicals	-15.451065199997743	-15.554738586041935	-0.10367338604419274	0.10367338604419274
C2H6O2-Cd2    	3231	radicals	-30.179742755628467	-30.157504016130616	0.022238739497851157	0.022238739497851157
C2H4O1-Os5    	3165	radicals	-31.397380932787485	-31.25398214582583	0.14339878696165442	0.14339878696165442
C2O1-Cu3      	3359	radicals	-37.18202247929764	-37.28148564247351	-0.09946316317586934	0.09946316317586934
C2H6O2-Co6    	4311	radicals	-32.8836708441508	-32.896051880770415	-0.012381036619615315	0.012381036619615315
C1H2O1-Ir4    	3961	radicals	-32.97507479839663	-32.79506963006281	0.18000516833382108	0.18000516833382108
C2H5O2-Au3    	3024	radicals	-3.328977793677268	-3.3489641270386983	-0.019986333361430297	0.019986333361430297
C2H5O2-Rh5    	3486	radicals	-20.32875825101428	-20.272690039504255	0.0560682115100235	0.0560682115100235
C2H4-Rh4      	3477	radicals	-30.658641804183844	-30.577547296006173	0.08109450817767083	0.08109450817767083
C1H1O2-Cu4    	3291	radicals	-12.217171561473606	-12.205359591133401	0.011811970340204425	0.011811970340204425
C2H3O1-Ru3    	3618	radicals	-36.50432961046806	-36.34509358669777	0.15923602377029056	0.15923602377029056
H2S1-Ru6      	4580	radicals	-14.59080892793861	-14.601185415772193	-0.01037648783358236	0.01037648783358236
C1H3O1-Ag3    	3415	radicals	-39.75076321403219	-39.81461615759736	-0.06385294356516624	0.06385294356516624
C2H1O1-Ir4    	3978	radicals	-4.1458320155306865	-4.165928770623395	-0.020096755092708918	0.020096755092708918
C1H1O1-Ni3    	4410	radicals	-16.799122089606612	-16.870150079524933	-0.0710279899183206	0.0710279899183206
C1H4O1-Au1    	3047	radicals	-33.35258106402205	-33.7916005155995	-0.43901945157745104	0.43901945157745104
C2H3O1-Co6    	4358	radicals	-41.79585964851731	-41.67821002619985	0.11764962231745812	0.11764962231745812
C2H1O1-Ni4    	4429	radicals	-9.347818705506143	-9.429556025905185	-0.0817373203990428	0.0817373203990428
C2H1O1-Ru5    	3629	radicals	-40.766181736704084	-40.70331391272725	0.06286782397683055	0.06286782397683055
H3N1-Fe4      	4627	radicals	-4.455631224805984	-4.472538369318045	-0.016907144512060768	0.016907144512060768
N1-Zn7        	4010	radicals	-17.588299104515045	-17.556063846248207	0.03223525826683726	0.03223525826683726
C1H4O1-Pt2    	3713	radicals	-40.78027785942845	-40.901285879830084	-0.12100802040163217	0.12100802040163217
C2H2O2-Fe9    	4266	radicals	-15.827050406274793	-15.721566892564283	0.10548351371051012	0.10548351371051012
C1-Os7        	3198	radicals	-30.24556554400698	-29.88688874692619	0.3586767970807898	0.3586767970807898
H2O1-Ni2      	4466	radicals	-42.01152433187758	-41.8778146574723	0.13370967440528148	0.13370967440528148
O1-Cu3        	4030	radicals	-32.182544512127265	-32.34501904753063	-0.1624745354033621	0.1624745354033621
C1H1-Ru7      	3614	radicals	-6.107513508027978	-6.106988216077752	0.0005252919502254372	0.0005252919502254372
C2H2O1-Ir4    	3980	radicals	-27.145074839163623	-26.774485114731174	0.370589724432449	0.370589724432449
O1-Ag1        	3463	radicals	-40.792742895436504	-40.74002282856418	0.05272006687232533	0.05272006687232533
H2S1-Pd4      	4586	radicals	-10.972521468300556	-11.02266870883409	-0.05014724053353348	0.05014724053353348
C2H2O1-Zn3    	3810	radicals	-30.647026226779985	-30.722616211653417	-0.0755899848734316	0.0755899848734316
C1H1-Ru3      	3610	radicals	-18.20095436234817	-18.183118097840065	0.01783626450810516	0.01783626450810516
C2H1O1-Cu4    	3351	radicals	-30.776330862833902	-30.754547810159238	0.02178305267466385	0.02178305267466385
C2H4O1-Ag2    	3425	radicals	-47.56552445899615	-47.40686420568181	0.15866025331433775	0.15866025331433775
C2H2O2-Fe9    	4260	radicals	-31.711200676171302	-31.834208512999055	-0.12300783682775318	0.12300783682775318
H1O1-Pd3      	3911	radicals	-11.836498952703778	-11.82657203906183	0.009926913641947976	0.009926913641947976
C1H1O2-Fe6    	4152	radicals	-8.32866713959038	-8.298342177274662	0.03032496231571713	0.03032496231571713
C1H4O1-Cd1    	3239	radicals	-38.65476601041303	-38.24451299728696	0.41025301312606643	0.41025301312606643
C2H3O2-Os6    	3140	radicals	-37.374755723977955	-37.21643620057728	0.158319523400678	0.158319523400678
C2H6O2-Os4    	3135	radicals	-10.817972058296391	-10.861255799504306	-0.04328374120791523	0.04328374120791523
C1H2O2-Fe7    	4154	radicals	-7.49907498230732	-7.4481453249350125	0.0509296573723077	0.0509296573723077
H1-Cu3        	3366	radicals	-51.207111692660646	-51.14474076647457	0.06237092618607676	0.06237092618607676
H1S1-Au4      	4531	radicals	-43.87529803015673	-44.137551219396755	-0.2622531892400275	0.2622531892400275
C2H5O1-Au3    	3077	radicals	-46.64667052905406	-46.55808075150253	0.08858977755153319	0.08858977755153319
C2H4O1-Ni5    	4423	radicals	-12.164528789813176	-12.220884886551175	-0.056356096737999906	0.056356096737999906
C2H6O2-Ru7    	3576	radicals	-5.6141776068345735	-5.267726270041294	0.34645133679327955	0.34645133679327955
H1O1-Ir1      	3994	radicals	-13.012883176693776	-13.088036207002006	-0.07515303030822906	0.07515303030822906
C1O1-Rh3      	3554	radicals	-30.519714308612322	-30.395086821604707	0.12462748700761495	0.12462748700761495
O2-Cd4        	3203	radicals	-3.790559559861549	-3.764328088869661	0.026231470991888273	0.026231470991888273
C2H2-Pt3      	3688	radicals	-28.856563487713345	-28.864865032907204	-0.008301545193859283	0.008301545193859283
N1-Ir3        	4044	radicals	-14.452481258985927	-14.505019130001642	-0.05253787101571561	0.05253787101571561
C2H2O2-Ru6    	3577	radicals	-6.87239222096855	-5.879844405024414	0.9925478159441354	0.9925478159441354
C2H3O1-Ni6    	4425	radicals	-28.159439056131177	-28.28200096662806	-0.12256191049688425	0.12256191049688425
O1-Ir1        	4045	radicals	-46.51282834857125	-46.61273793103214	-0.09990958246089576	0.09990958246089576
C2H1O2-Ru4    	3639	radicals	-22.759006472925876	-22.80050690317364	-0.04150043024776551	0.04150043024776551
O2-Au2        	3011	radicals	-10.109009332622009	-10.117975577201832	-0.008966244579823979	0.008966244579823979
C2H2O2-Ni4    	4403	radicals	-14.464096047663134	-14.713660991252596	-0.24956494358946202	0.24956494358946202
C1O2-Ir4      	3917	radicals	-3.7568225660493226	-4.053754488724053	-0.29693192267473023	0.29693192267473023
C2H3-Co7      	4308	radicals	-30.859466595586923	-30.78326140392494	0.07620519166198392	0.07620519166198392
C1H3-Fe5      	4527	radicals	-43.02515796613602	-42.994662638863474	0.030495327272547	0.030495327272547
C2H2O1-Os4    	3180	radicals	-38.869445574184965	-38.815066815163505	0.05437875902146061	0.05437875902146061
C1H1O1-Cu4    	3333	radicals	-39.663837649716356	-39.515785769871286	0.1480518798450703	0.1480518798450703
C2H4O1-Cu4    	3337	radicals	-30.634113194033603	-30.717214222813936	-0.08310102878033376	0.08310102878033376
C2H2O2-Ru5    	3658	radicals	-33.25573331842418	-33.548530735989175	-0.2927974175649979	0.2927974175649979
S1-Ag7        	4073	radicals	-11.35614075984222	-11.419191568402312	-0.06305080856009226	0.06305080856009226
C2H3O2-Pt3    	3710	radicals	-38.91290283525632	-39.0571743482584	-0.14427151300208152	0.14427151300208152
H1-Zn3        	3829	radicals	-22.732671678742577	-22.859190532261664	-0.12651885351908732	0.12651885351908732
H2S1-Co7      	4614	radicals	-13.299384978122589	-13.278990084355428	0.020394893767161193	0.020394893767161193
H3N1-Fe4      	4626	radicals	-43.18216662584109	-42.92779597076105	0.254370655080038	0.254370655080038
C2H3O2-Pd5    	3867	radicals	-4.964516083216722	-4.962556886213179	0.0019591970035435224	0.0019591970035435224
H3N1-Co6      	4618	radicals	-35.13307942493077	-35.259715798721004	-0.12663637379023385	0.12663637379023385
C1H2O2-Ru5    	3568	radicals	-14.757406137551925	-14.77944710384179	-0.022040966289864627	0.022040966289864627
